1,1,7.7745,5.0576,-0.16261,0.75398,0.08,7.3896,5.0397,8.1336,4.9176,8.1595,5.0755,7.4155,5.1976
1,1,9.8003,4.7252,-0.16261,2.0179,0.08,8.7917,4.8096,10.783,4.4829,10.809,4.6408,8.8176,4.9675
1,0,9.0992,4.8402,-0.16261,3.4388,0.08,7.3896,5.0397,10.783,4.4829,10.809,4.6408,7.4155,5.1976
1,1,10.504,9.0953,1.635,9.0855,0.08,10.876,4.567,10.293,13.634,10.133,13.624,10.716,4.5567
1,0,10.504,9.0953,1.635,9.0855,0.08,10.876,4.567,10.293,13.634,10.133,13.624,10.716,4.5567
1,1,9.6708,13.706,2.9997,1.0948,0.08,10.224,13.708,9.1402,13.863,9.1176,13.704,10.201,13.549
1,1,7.893,13.96,2.9997,0.18746,0.08,7.9971,14.026,7.8115,14.052,7.7889,13.894,7.9745,13.868
1,0,9.0064,13.801,2.9997,2.437,0.08,10.224,13.708,7.8115,14.052,7.7889,13.894,10.201,13.549
1,1,7.7207,13.509,-1.7406,0.94142,0.08,7.7213,13.987,7.5623,13.059,7.72,13.032,7.879,13.96
1,0,7.7207,13.509,-1.7406,0.94142,0.08,7.7213,13.987,7.5623,13.059,7.72,13.032,7.879,13.96
1,1,7.2302,13.112,2.9817,0.83246,0.08,7.6539,13.124,6.832,13.257,6.8066,13.099,7.6284,12.966
1,0,7.2302,13.112,2.9817,0.83246,0.08,7.6539,13.124,6.832,13.257,6.8066,13.099,7.6284,12.966
1,1,6.8193,13.085,-1.5708,0.18558,0.08,6.7393,13.178,6.7393,12.992,6.8993,12.992,6.8993,13.178
1,1,6.8193,11.521,-1.5708,1.4581,0.08,6.7393,12.25,6.7393,10.792,6.8993,10.792,6.8993,12.25
1,0,6.8193,11.985,-1.5708,2.386,0.08,6.7393,13.178,6.7393,10.792,6.8993,10.792,6.8993,13.178
1,1,7.1242,10.792,0,0.60975,0.08,6.8193,10.712,7.429,10.712,7.429,10.872,6.8193,10.872
1,0,7.1242,10.792,0,0.60975,0.08,6.8193,10.712,7.429,10.712,7.429,10.872,6.8193,10.872
1,1,7.4158,7.9553,-1.5755,5.6734,0.08,7.349,10.792,7.3225,5.119,7.4825,5.1182,7.509,10.792
1,0,7.4158,7.9553,-1.5755,5.6734,0.08,7.349,10.792,7.3225,5.119,7.4825,5.1182,7.509,10.792
1,3,9.9134,12.444,0,0.4998,0.4998,9.6635,12.194,9.6635,12.693,10.163,12.693,10.163,12.194
1,5,9.9134,10.894,0,0.4998,0.59976,9.6635,10.594,9.6635,11.194,10.163,11.194,10.163,10.594
2,1,4.6972,5.5356,-0.16249,1.0722,0.08,4.1552,5.5434,5.2133,5.3699,5.2392,5.5278,4.1811,5.7013
2,1,6.6369,5.2176,-0.16249,1.5517,0.08,5.8583,5.2642,7.3896,5.0132,7.4155,5.171,5.8842,5.4221
2,0,5.7854,5.3572,-0.16249,3.2775,0.08,4.1552,5.5434,7.3896,5.0132,7.4155,5.171,4.1811,5.7013
2,1,7.4158,7.1865,1.5645,4.1888,0.08,7.4825,5.0916,7.509,9.2803,7.349,9.2813,7.3225,5.0926
2,0,7.4158,7.1865,1.5645,4.1888,0.08,7.4825,5.0916,7.509,9.2803,7.349,9.2813,7.3225,5.0926
2,1,7.1242,9.2808,3.1416,0.60975,0.08,7.429,9.3608,6.8193,9.3608,6.8193,9.2008,7.429,9.2008
2,0,7.1242,9.2808,3.1416,0.60975,0.08,7.429,9.3608,6.8193,9.3608,6.8193,9.2008,7.429,9.2008
2,1,6.8193,9.3471,1.5708,0.13255,0.08,6.8993,9.2808,6.8993,9.4134,6.7393,9.4134,6.7393,9.2808
2,1,6.8193,10.712,1.5708,0.15907,0.08,6.8993,10.633,6.8993,10.792,6.7393,10.792,6.7393,10.633
2,0,6.8193,10.036,1.5708,1.5111,0.08,6.8993,9.2808,6.8993,10.792,6.7393,10.792,6.7393,9.2808
2,1,6.647,10.792,3.1416,0.34464,0.08,6.8193,10.872,6.4746,10.872,6.4746,10.712,6.8193,10.712
2,1,5.2949,10.792,3.1416,0.92788,0.08,5.7588,10.872,4.831,10.872,4.831,10.712,5.7588,10.712
2,0,5.8251,10.792,3.1416,1.9883,0.08,6.8193,10.872,4.831,10.872,4.831,10.712,6.8193,10.712
2,1,4.8296,10.712,-1.5883,0.15904,0.08,4.751,10.793,4.7482,10.634,4.9082,10.632,4.911,10.791
2,1,4.8059,9.3608,-1.5883,0.15997,0.08,4.7273,9.4422,4.7245,9.2822,4.8844,9.2794,4.8872,9.4394
2,0,4.8177,10.036,-1.5883,1.5114,0.08,4.751,10.793,4.7245,9.2822,4.8844,9.2794,4.911,10.791
2,1,4.4996,9.2808,3.1416,0.60975,0.08,4.8045,9.3608,4.1947,9.3608,4.1947,9.2008,4.8045,9.2008
2,0,4.4996,9.2808,3.1416,0.60975,0.08,4.8045,9.3608,4.1947,9.3608,4.1947,9.2008,4.8045,9.2008
2,1,4.1814,7.4516,-1.578,3.6586,0.08,4.1147,9.2814,4.0882,5.6229,4.2482,5.6217,4.2747,9.2803
2,0,4.1814,7.4516,-1.578,3.6586,0.08,4.1147,9.2814,4.0882,5.6229,4.2482,5.6217,4.2747,9.2803
3,1,3.5982,9.3206,0.023252,1.1403,0.08,3.0301,9.2274,4.1701,9.2539,4.1663,9.4138,3.0264,9.3873
3,0,3.5982,9.3206,0.023252,1.1403,0.08,3.0301,9.2274,4.1701,9.2539,4.1663,9.4138,3.0264,9.3873
