1,1,0.383,5.0212,-1.5708,3.4252,0.08,0.303,6.7338,0.303,3.3086,0.463,3.3086,0.463,6.7338
1,0,0.383,5.0212,-1.5708,3.4252,0.08,0.303,6.7338,0.303,3.3086,0.463,3.3086,0.463,6.7338
1,1,2.2688,6.7338,3.1416,1.5394,0.08,3.0385,6.8138,1.4991,6.8138,1.4991,6.6538,3.0385,6.6538
1,1,0.55619,6.7338,3.1416,0.34636,0.08,0.72937,6.8138,0.383,6.8138,0.383,6.6538,0.72937,6.6538
1,0,1.7107,6.7338,3.1416,2.6555,0.08,3.0385,6.8138,0.383,6.8138,0.383,6.6538,3.0385,6.6538
1,1,3.0385,5.0212,1.5708,3.4252,0.08,3.1185,3.3086,3.1185,6.7338,2.9585,6.7338,2.9585,3.3086
1,0,3.0385,5.0212,1.5708,3.4252,0.08,3.1185,3.3086,3.1185,6.7338,2.9585,6.7338,2.9585,3.3086
1,1,1.7107,3.3086,0,2.6555,0.08,0.383,3.2286,3.0385,3.2286,3.0385,3.3886,0.383,3.3886
1,0,1.7107,3.3086,0,2.6555,0.08,0.383,3.2286,3.0385,3.2286,3.0385,3.3886,0.383,3.3886
2,1,3.1154,4.2708,-1.5708,1.8473,0.08,3.0354,5.1944,3.0354,3.3471,3.1954,3.3471,3.1954,5.1944
2,0,3.1154,4.2708,-1.5708,1.8473,0.08,3.0354,5.1944,3.0354,3.3471,3.1954,3.3471,3.1954,5.1944
2,1,5.2129,5.1944,3.1416,1.347,0.08,5.8863,5.2744,4.5394,5.2744,4.5394,5.1144,5.8863,5.1144
2,1,3.4425,5.1944,3.1416,0.65424,0.08,3.7697,5.2744,3.1154,5.2744,3.1154,5.1144,3.7697,5.1144
2,0,4.5009,5.1944,3.1416,2.7709,0.08,5.8863,5.2744,3.1154,5.2744,3.1154,5.1144,5.8863,5.1144
2,1,5.8863,4.2708,1.5708,1.8473,0.08,5.9663,3.3471,5.9663,5.1944,5.8063,5.1944,5.8063,3.3471
2,0,5.8863,4.2708,1.5708,1.8473,0.08,5.9663,3.3471,5.9663,5.1944,5.8063,5.1944,5.8063,3.3471
2,1,4.5009,3.3471,0,2.7709,0.08,3.1154,3.2671,5.8863,3.2671,5.8863,3.4271,3.1154,3.4271
2,0,4.5009,3.3471,0,2.7709,0.08,3.1154,3.2671,5.8863,3.2671,5.8863,3.4271,3.1154,3.4271
2,2,3.6267,4.1538,0,0.6009,0.31812,3.3263,3.9947,3.3263,4.3129,3.9272,4.3129,3.9272,3.9947
2,3,3.397,4.7901,0,0.35347,0.45951,3.2203,4.5603,3.2203,5.0198,3.5737,5.0198,3.5737,4.5603
3,1,6.9639,7.7921,-1.5708,5.2724,0.08,6.8839,10.428,6.8839,5.1559,7.0439,5.1559,7.0439,10.428
3,0,6.9639,7.7921,-1.5708,5.2724,0.08,6.8839,10.428,6.8839,5.1559,7.0439,5.1559,7.0439,10.428
3,1,10.947,10.428,3.1416,0.11545,0.08,11.005,10.508,10.889,10.508,10.889,10.348,11.005,10.348
3,1,8.5033,10.428,3.1416,3.0788,0.08,10.043,10.508,6.9639,10.508,6.9639,10.348,10.043,10.348
3,0,8.9844,10.428,3.1416,4.0409,0.08,11.005,10.508,6.9639,10.508,6.9639,10.348,11.005,10.348
3,1,11.005,7.7921,1.5708,5.2724,0.08,11.085,5.1559,11.085,10.428,10.925,10.428,10.925,5.1559
3,0,11.005,7.7921,1.5708,5.2724,0.08,11.085,5.1559,11.085,10.428,10.925,10.428,10.925,5.1559
3,1,7.6759,5.1559,0,1.4239,0.08,6.9639,5.0759,8.3879,5.0759,8.3879,5.2359,6.9639,5.2359
3,1,10.389,5.1559,0,1.2315,0.08,9.7733,5.0759,11.005,5.0759,11.005,5.2359,9.7733,5.2359
3,0,8.9844,5.1559,0,4.0409,0.08,6.9639,5.0759,11.005,5.0759,11.005,5.2359,6.9639,5.2359
4,1,11.043,5.8294,-1.5708,4.8876,0.08,10.963,8.2732,10.963,3.3856,11.123,3.3856,11.123,8.2732
4,0,11.043,5.8294,-1.5708,4.8876,0.08,10.963,8.2732,10.963,3.3856,11.123,3.3856,11.123,8.2732
4,1,12.833,8.2732,3.1416,1.7318,0.08,13.699,8.3532,11.967,8.3532,11.967,8.1932,13.699,8.1932
4,1,11.101,8.2732,3.1416,0.11545,0.08,11.159,8.3532,11.043,8.3532,11.043,8.1932,11.159,8.1932
4,0,12.371,8.2732,3.1416,2.6555,0.08,13.699,8.3532,11.043,8.3532,11.043,8.1932,13.699,8.1932
