1,1,8.7619,2.1321,1.5708,3.9324,0.08,8.8419,0.16588,8.8419,4.0983,8.6819,4.0983,8.6819,0.16588
1,0,8.7619,2.1321,1.5708,3.9324,0.08,8.8419,0.16588,8.8419,4.0983,8.6819,4.0983,8.6819,0.16588
1,1,6.9387,4.0983,3.1416,3.6464,0.08,8.7619,4.1783,5.1155,4.1783,5.1155,4.0183,8.7619,4.0183
1,0,6.9387,4.0983,3.1416,3.6464,0.08,8.7619,4.1783,5.1155,4.1783,5.1155,4.0183,8.7619,4.0183
1,1,5.1155,4.0745,-1.5708,0.047666,0.08,5.0355,4.0983,5.0355,4.0506,5.1955,4.0506,5.1955,4.0983
1,1,5.1155,1.7269,-1.5708,3.1221,0.08,5.0355,3.288,5.0355,0.16588,5.1955,0.16588,5.1955,3.288
1,0,5.1155,2.1321,-1.5708,3.9324,0.08,5.0355,4.0983,5.0355,0.16588,5.1955,0.16588,5.1955,4.0983
1,1,6.9387,0.16588,0,3.6464,0.08,5.1155,0.085877,8.7619,0.085877,8.7619,0.24588,5.1155,0.24588
1,0,6.9387,0.16588,0,3.6464,0.08,5.1155,0.085877,8.7619,0.085877,8.7619,0.24588,5.1155,0.24588
2,1,2.7084,0.20163,-0.005102,4.6713,0.08,0.37234,0.13354,5.0436,0.10971,5.0444,0.26971,0.37315,0.29354
2,0,2.7084,0.20163,-0.005102,4.6713,0.08,0.37234,0.13354,5.0436,0.10971,5.0444,0.26971,0.37315,0.29354
2,1,0.45616,2.2274,-1.6122,4.0312,0.08,0.45965,4.2446,0.29282,0.21685,0.45268,0.21023,0.61951,4.238
2,0,0.45616,2.2274,-1.6122,4.0312,0.08,0.45965,4.2446,0.29282,0.21685,0.45268,0.21023,0.61951,4.238
2,1,2.0053,4.2532,-3.1335,2.9315,0.08,3.4704,4.3451,0.53893,4.3213,0.54023,4.1613,3.4717,4.1851
2,0,2.0053,4.2532,-3.1335,2.9315,0.08,3.4704,4.3451,0.53893,4.3213,0.54023,4.1613,3.4717,4.1851
2,1,3.4353,3.7766,1.4978,0.97976,0.08,3.4793,3.2822,3.5508,4.2593,3.3912,4.271,3.3197,3.2938
2,0,3.4353,3.7766,1.4978,0.97976,0.08,3.4793,3.2822,3.5508,4.2593,3.3912,4.271,3.3197,3.2938
2,1,4.6864,3.3064,-3.1273,0.76292,0.08,5.0667,3.3918,4.3039,3.3809,4.3061,3.2209,5.069,3.2318
2,1,3.6021,3.2909,-3.1273,0.40512,0.08,3.8035,3.3738,3.3984,3.368,3.4007,3.208,3.8057,3.2138
2,0,4.2337,3.2999,-3.1273,1.6685,0.08,5.0667,3.3918,3.3984,3.368,3.4007,3.208,5.069,3.2318
2,1,5.0559,1.7508,1.5632,3.1222,0.08,5.124,0.1891,5.1478,3.3112,4.9878,3.3124,4.964,0.19032
2,0,5.0559,1.7508,1.5632,3.1222,0.08,5.124,0.1891,5.1478,3.3112,4.9878,3.3124,4.964,0.19032
3,1,4.329,7.1251,-1.5708,0.95332,0.08,4.249,7.6017,4.249,6.6484,4.409,6.6484,4.409,7.6017
3,1,4.329,5.1231,-1.5708,1.6683,0.08,4.249,5.9573,4.249,4.289,4.409,4.289,4.409,5.9573
3,0,4.329,5.9454,-1.5708,3.3128,0.08,4.249,7.6017,4.249,4.289,4.409,4.289,4.409,7.6017
3,1,5.8662,7.6017,3.1416,3.0744,0.08,7.4035,7.6817,4.329,7.6817,4.329,7.5217,7.4035,7.5217
3,0,5.8662,7.6017,3.1416,3.0744,0.08,7.4035,7.6817,4.329,7.6817,4.329,7.5217,7.4035,7.5217
3,1,7.4035,5.9454,1.5708,3.3128,0.08,7.4835,4.289,7.4835,7.6017,7.3235,7.6017,7.3235,4.289
3,0,7.4035,5.9454,1.5708,3.3128,0.08,7.4835,4.289,7.4835,7.6017,7.3235,7.6017,7.3235,4.289
3,1,5.8662,4.289,0,3.0744,0.08,4.329,4.209,7.4035,4.209,7.4035,4.369,4.329,4.369
3,0,5.8662,4.289,0,3.0744,0.08,4.329,4.209,7.4035,4.209,7.4035,4.369,4.329,4.369
4,1,3.3995,6.1241,1.5445,1.8119,0.08,3.4557,5.2164,3.5033,7.0277,3.3434,7.0319,3.2957,5.2206
4,0,3.3995,6.1241,1.5445,1.8119,0.08,3.4557,5.2164,3.5033,7.0277,3.3434,7.0319,3.2957,5.2206
4,1,3.042,7.0178,-3.1104,0.76303,0.08,3.4209,7.1097,2.6582,7.0859,2.6632,6.926,3.4259,6.9498
4,0,3.042,7.0178,-3.1104,0.76303,0.08,3.4209,7.1097,2.6582,7.0859,2.6632,6.926,3.4259,6.9498
4,1,2.7203,7.3038,1.3734,0.60762,0.08,2.7392,6.9902,2.8583,7.5861,2.7014,7.6174,2.5823,7.0216
4,0,2.7203,7.3038,1.3734,0.60762,0.08,2.7392,6.9902,2.8583,7.5861,2.7014,7.6174,2.5823,7.0216
4,1,1.4452,7.6137,3.1327,2.6694,0.08,2.7806,7.6817,0.1113,7.7056,0.10987,7.5456,2.7792,7.5218
4,0,1.4452,7.6137,3.1327,2.6694,0.08,2.7806,7.6817,0.1113,7.7056,0.10987,7.5456,2.7792,7.5218
4,1,0.074835,5.993,-1.5927,3.2659,0.08,0.030604,7.6273,-0.040895,4.3622,0.11907,4.3587,0.19057,7.6238
4,0,0.074835,5.993,-1.5927,3.2659,0.08,0.030604,7.6273,-0.040895,4.3622,0.11907,4.3587,0.19057,7.6238
4,1,1.2903,4.3366,-0.019045,2.5029,0.08,0.037562,4.2805,2.54,4.2328,2.5431,4.3928,0.04061,4.4405
4,0,1.2903,4.3366,-0.019045,2.5029,0.08,0.037562,4.2805,2.54,4.2328,2.5431,4.3928,0.04061,4.4405
4,1,2.5535,4.7418,1.543,0.85832,0.08,2.6215,4.3106,2.6453,5.1686,2.4854,5.173,2.4616,4.315
4,0,2.5535,4.7418,1.543,0.85832,0.08,2.6215,4.3106,2.6453,5.1686,2.4854,5.173,2.4616,4.315
4,1,2.9705,5.1946,0.058756,0.81172,0.08,2.5701,5.0909,3.3804,5.1386,3.371,5.2983,2.5607,5.2507
4,0,2.9705,5.1946,0.058756,0.81172,0.08,2.5701,5.0909,3.3804,5.1386,3.371,5.2983,2.5607,5.2507
4,3,1.1729,7.3275,0,0.95824,0.35934,0.69382,7.1478,0.69382,7.5072,1.6521,7.5072,1.6521,7.1478
4,5,2.1811,7.3275,0,0.45915,0.39926,1.9515,7.1279,1.9515,7.5271,2.4107,7.5271,2.4107,7.1279
5,1,6.617,9.1866,1.5708,2.9791,0.08,6.697,7.6971,6.697,10.676,6.537,10.676,6.537,7.6971
