4,0.24676,2.4935,0.24676,7.0011,8.472,7.0011,8.472,2.4935,0,0,0,0
4,1.7803,7.0243,1.7803,8.4649,3.5694,8.4649,3.5694,7.0243,0,0,0,0
4,8.4488,2.4935,8.4488,6.9314,12.98,6.9314,12.98,2.4935,0,0,0,0
4,10.122,7.0011,10.122,8.9064,12.933,8.9064,12.933,7.0011,0,0,0,0
4,8.6811,8.9064,8.6811,12.81,11.911,12.81,11.911,8.9064,0,0,0,0
4,4.9867,8.9296,4.9867,12.787,8.6811,12.787,8.6811,8.9296,0,0,0,0
4,4.9635,12.81,4.9635,14.599,7.3567,14.599,7.3567,12.81,0,0,0,0
4,4.9403,14.669,4.9403,17.178,7.3335,17.178,7.3335,14.669,0,0,0,0
4,3.8482,17.271,3.8482,21.663,7.8679,21.663,7.8679,17.271,0,0,0,0
6,8.3326,8.9296,4.9867,8.9296,4.917,15.064,3.4997,15.04,3.5926,7.4658,8.3326,7.4426
